tweets,type,class
مشات الرجولة,negative,dialectal
ديال جودة هاديك ياحسرتاه,negative,dialectal
مغاديش نتافقو معاكم,negative,dialectal
ماشي لخاطرك راه راك عايش في المغرب,negative,dialectal
اش غادي نقول ليك غير الله يلعن اللي مايحشم كتدافع على شركة فرنسية والشعب المقهور المطحون مهاز ليه كاع الهم,negative,dialectal
هاديك شروط تعجيزية باش المغرب ماينظمش كأس العالم,negative,dialectal
بصحة و الراحة ياعقيد,positive,dialectal
الوعي مكاينش عند المعظم إلا القلة القليلة وخا إكون الإنسان مثقق ولكن كتبادر منو تصرفات غير طبيعية,negative,dialectal
حسن نيت ,positive,dialectal
إقدر داك الشخص كان ناقص حنان لفقدان الأم ديالو من صغرو ولقاه في الزوجة داكشي علاش كيعاملها بلطف شديد او أنها يتيمة وكيحاول ميجرحهاش,positive,dialectal
بعتو الدين بعرض الدنيا نوض تشلل,negative,dialectal
اللي شاديين قسم الإشهار لا علاقة,negative,dialectal
على قلة الإبداع,negative,dialectal
اودي السلامة صافي هادشي من علامات الساعة,negative,dialectal
اه عندك الصح,positive,dialectal
الله يرزقنا شي وحدة بحال خديجة,positive,dialectal
ناويين المعقول مثلا ,positive,dialectal
وي وي على الرومانسية,positive,dialectal
كيغمقوا علينا بديك الجهوية الموسعة وكيخدوا للصحراء تلفلوس الصحاح,negative,dialectal
وكاين اللي غادي يعطيك باش يبقا يعايرك بها قدام عباد الله,negative,dialectal
شوف من ولينا عايشين اشباه الرجال حتى واحد ماقدر يتحرك,negative,dialectal
صباح الخير أباشا اش خبارك هاني مهني,positive,dialectal
وييه نعلق من هنا قبل ماتفسد الاخلاق نتاعي ,negative,dialectal
داكشي اللي بغينا,positive,dialectal
إلا بغاو ليك الخير يامرحبا ونتا تأكد تاخذ منهم الحاجة الزويينة,positive,dialectal
معندي مشكل معا حد غير الإنسان إتستتر,positive,dialectal
مشية بلا رجعة,negative,dialectal
من نيتكم يتم إستنزاف المياه الجوفية لزراعة البطيخ و الطماطم لابد من هذه الزراعات أن تلغى,negative,dialectal
غادي يجي اللي غتدي اطنز عليهم ويندمو في الأخير,negative,dialectal
اودي في فترة الخطوبة كل واحد كيبغي يبان بأنه مثالي داكشي علاش مخصهاش تكون معيار,negative,dialectal
هذا مايكون غير داك العفيريت ديال الجن العاشق,positive,dialectal
نهاية الموسل الاول صدمتني وهوأكثر مسلسل أخذت منو صدمات,negative,dialectal
لا حبيبي انا اللي راح اعلمك,positive,dialectal
حبيبي انت فهمتها كما تريد لكن معناها ظاهر للعيان,positive,dialectal
عيدك مبارك أخي خالد,positive,dialectal
 ممكن أتفق معك,positive,dialectal
 ريالي حتى النخاع,positive,dialectal
اييه يا زمن نوكيا كنت تشحنها تنساه أسبوع,positive,dialectal
مجهودات الحكومة الجبارة لي محاربة الفساد,positive,dialectal
كاينة شي ماركة في البشر خاصهم طريحة العصا باش إيفهموك,negative,dialectal
لي دار الذنب استاهل العقوبة,negative,dialectal
تفو على كونكسيون حتى ولا زبالة,negative,dialectal
فكرة واعرة,positive,dialectal
إن شاء الله مايكون ع الخير الله كتب ليك رزقك ونهار غدى تزوجي غادي عريسك وخا يكون في شي غار ,positive,dialectal
الحلقة نتاع البارح واعرة الله يعطيك صحة أخاي خالد,positive,dialectal
عندك الصح في هادي,positive,dialectal
مابقا فيه ميتشاف,negative,dialectal
السعادة لاترحل أبدا مع أحد أخبروا الراحلين بذالك,positive,dialectal
بحال هاد ناس نقدر نصنفهم بان الحمير اذكى منهم,negative,dialectal
اخويا بحالي بحالك صدموني وحق الله,negative,dialectal
خاوة خاوة نعيشو ديما في سلام الجار يخاف على جارو كملووها,positive,dialectal
فعلي الموقع حبيبة ,positive,dialectal
واش هادي محاضرة ولا خطبة ,negative,dialectal
الراجل ده بيقول كلام زي الفل غالبا معندوش,positive,dialectal
والله حشمت منك ختي سنسن على هذه العبارات الزينة أنت كلك إحترام والله ,positive,dialectal
فرحت مين راني فانز ليك,positive,dialectal
والله لن ينسى وجعك قط ولن ينسى دعواتك الملحة وهمساتك الحزينة ف ستمر بك الأيام وستتأكد أن الله استجاب لك,positive,dialectal
تصبحو على خير,positive,dialectal
حشومة حتى من الموت دارو منها فرجة ,negative,dialectal
الف مبروك للعروسين,positive,dialectal
من طنجة كانسلم عليكم ,positive,dialectal
الله يكثر من امثالها بغينا نشوفو بحال هاد الناس لي كفكرو بحالها راه الله مكاينش غير ف المساجد ,positive,dialectal
تشرفنا فاي وقت اخي مرحبا بيك عندنا,positive,dialectal
أنا رجعت للدراما المكسيكية القديمة خخخ رووعة,positive,dialectal
الله يبارك لها في صدقتها,positive,dialectal
على الله غير نقراو,positive,dialectal
مساء الورد اعتذر ما انتبهت اني مارديت عليك ,positive,dialectal
لؤلؤة القصر الملكي لالة خديجة رفقة والدها جلالة الملك محد السادس حفظه الله ونصره,positive,dialectal
الحب كلو بالتوفيق,positive,dialectal
آمين الله بحفضك,positive,dialectal
يارب يقني وحسن ظن فيك يامن له خير كله وليس له شر كله يارب رضيت رضيت رضيت,positive,dialectal
المهارة في الخياطة البيع الملابس,positive,dialectal
أعجبتني,positive,dialectal
بصحتك شفتيها,positive,dialectal
كوني انت بجمالك بعيوبك بملامحك التي تميزك لا احد يشبهك فريدة من نوعك طوري ذاتك وارتقي بمعلوماتك,positive,dialectal
كاين اللي بعيد عليك ويتمنى لك الخير,positive,dialectal
شوفو الأناقة يا ناس ,positive,dialectal
دابا السؤال المطروح مازال ماجوبتيش عليه جاوبني الله يرحم الوليدين,positive,dialectal
شوفو جمال الحب ربي يحفظها,positive,dialectal
شرفتينا سهيلة الحلقة كانت جد رائعة و لي محليها وجودك فيها,positive,dialectal
أكيد كانت جد رائعة و كأنها عندها خبرة سنين برافو عليها تجربة جديدة عليها و نجحت فيها بامتياز,positive,dialectal
اللهم سواريز ولا بواتينغ الفاشل ,negative,dialectal
سلمكي الله منكل سوء,positive,dialectal
بارك الله فيكي حبيبتي الغالية وجزاكي الله خيرا,positive,dialectal
حشومة عليك,negative,dialectal
لكي الحق أن تعتزي بأعمالك ولنا الحق أن نفرح معكي سهيلة توب حالة فانزك اليوم ,positive,dialectal
الله يخفف ما نزل,positive,dialectal
تفكير سليم من سيدة مغربية ماأحوجنا لأمثالك سيدتي الجزاء ليس فقط في بناء المساجد بل أيضا في الاستثمار في العقول البشرية,positive,dialectal
أحسن مدينة في نظري من حيث العقليات والتضحية مع الابناء خصوصا في الدراسة وكايتقاتلوا مع ولادهم دون انتظار مقابل هي فاس,positive,dialectal
رغم كل ماحصل معي مازال مافقدتش الأمل,positive,dialectal
بنادم حتى كيمرض عاد كيعرف راسو شحال ضعيف ولا شيء,negative,dialectal
اللهم آمين وانت داعى ولك المثل واكثر يارب العالمين,positive,dialectal
حتى حنا كنوجهوا ليها مليار و مليون شكرا شكرا شكرا,positive,dialectal
علاش بالعكس كانت تهبل رأيك ونحترموه على كل حال انشاء الله تقنعك في الحلقات القادمة ,positive,dialectal
لقاء جميل جمعنا بمعالي محمد الأعرج وزير الثقافة و الاتصال المغربي في المعرض الدولي للكتاب الدورة بالدار البيضاء,positive,dialectal
ظروفي النفسية سيئة استحملوني لحد ما ربنا ياخدني,negative,dialectal
الكورة بتحب بوطيب والله,positive,dialectal
الحمد لله على كل حال ربي يدوم الصحة والعافية انشاء الله على الجميع,positive,dialectal
هؤلاء هم خطر علا البلاد,negative,dialectal
نوال الزغبي فنانه يعشقها المسرح وما فيه يستغنى عنها,positive,dialectal
مزيان حتى هادي فكرة ,positive,dialectal
أحياني على الطبقة الكادحة ,negative,dialectal
الله اذكرك بالخير ,positive,dialectal
الله اعمرها دار مسكين ,positive,dialectal
داك السيد ولد الناس ,positive,dialectal
للأسف ماعندي ماندير ليك ,negative,dialectal
واخا ماعرفتوش ولكن باين فيه ولد الناس ,positive,dialectal
ياسين بونو داير ماتش واعر,positive,dialectal
ما شاء الله شرحه جميييل ومفيد وفيه معلومات ما كنا نعرفها,positive,dialectal
نتمنى نشوف مبارة كبيرة تطغى فيها كرة القدم عن اي شيء ويكون الفور للأفضل,positive,dialectal
الجو زوين,positive,dialectal
هاذ النهار زوين و غدا حتى هو غادي يكون زوين و السيمانة كلها اتكون زوينة,positive,dialectal
غايجي واحد الوقت و غادي نحقق فيه كاع داكشي لي كانتمناه حيت حتى حاجة ما مستحيلة,positive,dialectal
ربي يدير لك لفيها الخير,positive,dialectal
الله يهدي ماخلق وصافي حتى شي وحدين مطيحين علينا الدل,negative,dialectal
كلامي واضح ومفهوم مايحتاجش نترجم انا ماشي مترجمه,negative,dialectal
لحسد ومايدير زريعة لقنب,negative,dialectal
ايواا هادي خبار زينه ,positive,dialectal
بعد اداءه الى بقا في مستواه يقدر في اقرب فرصه يحترف,positive,dialectal
مبروك لقطر لعقبه لكاس,positive,dialectal
الحمدلله ماشي غي انا لي لاحظت هادشي,positive,dialectal
 حنا ماشي عنصريين حنا شعب متعايش عزاز عليا اليهود المغاربة,positive,dialectal
 فال خير اساط راهم رابحين,positive,dialectal
النحس الرجاء و نهضة بركان و حسنية أكادير في مجموعة واحدة,negative,dialectal
هادي البدايه ومزال مزال,positive,dialectal
 اودي نسكت حسن لي,negative,dialectal
بزااف عليك مكاينش شي كلب قدك,negative,dialectal
مابقينا فاهمين والو فهاد لبلاد,negative,dialectal
اودي لا تستغرب مابقاتش المصداقيه في كلشي المجالات,negative,dialectal
كل واحد وميولاته ويوم تعلق عدل اسلووبك واحترم غيرك,positive,dialectal
ايوااا لحمدوو الله مين هداهم الله ودخلوه,positive,dialectal
ضيع راسو براسو للأسف,negative,dialectal
اول مره كنسمع عليها كتبان زوينه ,positive,dialectal
 وضروري فينما شي مغربي انا معاه,positive,dialectal
صافي بدات تعلن الحرب عليا من دبا ,negative,dialectal
كيرتكب الاخطاء بزاف,negative,dialectal
واش ناس دير على بحال هادو بلا عقل مساكين,positive,dialectal
لانك من طبيعتك انسان سافل و لي يدور على سفاله يلقاها الله يحرق لي امثالك شوهتو الدين الاسلامي,negative,dialectal
الجمال جمال الاخلاق شنو ندير به الى هو زوين و اخلاقو,positive,dialectal
واخيراا الاعلام قالها زينه,positive,dialectal
المغاربه وجزائريين دايما جايبين لعز,positive,dialectal
 وياه حتى انا بحالك فاش سمعتها تصدمت,negative,dialectal
وزااايدها بساعة الصيفية في فصلالشتاء بغيت لك الغرق في الغرق ,negative,dialectal
 حنا فرحانين كثر من المصريين ,positive,dialectal
من حقك تعطي رأيك اخويا ولكن انا شفت مقارنة ب امرابط قديما اللاعب كان نااقص,negative,dialectal
عبييد من درجة الاولى الله ينعل فلووس لي تخلي بنادم يركع لهااد لقوم,negative,dialectal
كنتم الافضل احنااا معااكم في الحلووه والمره ندعمكم نساندكم,positive,dialectal
من بعد ما شفت الوجه الثاني لبعض العرب الجهلاء المنافقين الخبيثين كنت أتمنى لو كانت الصورة حقيقية ويضربو راسهم مع أقرب حيط يلاااااه,negative,dialectal
بلادي يازين البلدان ,positive,dialectal
انا كنشجع الفرقة ماشي البراهش,negative,dialectal
مستهترين للاسف,negative,dialectal
بالضبط هادا لي قصدت الله يصلح الحال ,positive,dialectal
الله يقدرك على فعل الخير ختي فاطمة,positive,dialectal
 الله يدوزها على خير,positive,dialectal
ان شاء الله غنعاودوها غدا ,positive,dialectal
واو صراحة شيء جديد أرفع لك القبعة,positive,dialectal
هو مازال ماعندوش الامكانيات باش يكون مدرب لفرقة كبيرة بحال الراجا,negative,dialectal
الاستمرارية في الانتصارات مهمة وترفع معنويات اللاعبين الان وصلنا للنقطة وباقي عندنا ماتش مؤجل الا ربحناه غادي نوصلو نقطة في المركز الثاني والمتصدر بعيد علينا بثلاث نقاط الامال قائمة ان شاء الله في تحقيق لقب هذا الموسم ولازال الطريق طويل,positive,dialectal
ان شاء الله يتم التوقيع معاه اجمل خبر سمعته هذا الصباح,positive,dialectal
خصك تشوف الطبيب حيت اقدر تكون لاسمح الله عظمة الكتف تحركت من بلاصتها ويكون خصها تثبيت و اكيد الراحة ماتهملهاش حيت لاسمح ممكن تضاعف معاك مستقبلا,positive,dialectal
المهم يكون البديل المميز حيت البطولة خصها نفس طويييييل,positive,dialectal
شكرا ليك بزاف اخي عزيز حتى حسابك غني بالمعلومات القيمة و كنتشرف بمتابعتك ,positive,dialectal
الله يسلمك اخي العزيز ,positive,dialectal
لا لا بالعكس هكاك افضل من ناحية التكاليف المادية وفنفس الوقت عارفين الحسنية وبركان تبقى كل الاحتمالات واردة لكن ان شاء الله التاهل من نصيب الخضرا,positive,dialectal
ايييه للاسف,negative,dialectal
امممممم صراحة واحد الموقف صعيب والتفكير في هادي اللحظة باش تقرر القرار الصحيح لكن اتوقع ان الاعتذار وترك القرار له في التواصل هو الحل الصائب,positive,dialectal
وهادا القانون الاخرق مكاينش غير في المغرب,negative,dialectal
لاشكرا على واجب خويا,positive,dialectal
هادا الحساب الجديد للاخ اسماعيل بعدما توقف حسابو القديم الدعم الدعم يامغاربة ,positive,dialectal
و نقولك وجهة نظري بصراحة فوزي لقجع من افضل الكفاءات في الكرة المغربية والانتفاضة الأخيرة كانت بسبب عمله واخلاصه لكن لايمكن ان يكون رئيسا لنادي في البطولة الاحترافية وهو رئيسا للجامعة الملكية,positive,dialectal
انا معاكم تالموت ,positive,dialectal
الله يستر وصافي راه حتى انا خايف من هادا الشي حيت ديما فمراكش كتكون الاستفزازات وتبدا المشاكل,negative,dialectal
تعادل اخر بشق الانفس واخر الدقائق مع فريق غير منافس سياسة الترقيع لن تنفع اسي خاريدو,negative,dialectal
مكنهضرش معاه غير كيعجبني نبين للجاهل المدعي لشيء انه لايفقه شيء فيما يدعي,negative,dialectal
نتمنى ليك سنة سعيدة عامرة بالنجاح و الانجازات باذن الله ويكون مستقبلك مشرق ,positive,dialectal
معبرة وحق الله,positive,dialectal
ربي يبارك فيك ويسعدك ختي الكريمة ,positive,dialectal
اللهم امين ختي ولك والجميع ,positive,dialectal
عاجبك الحال,positive,dialectal
حسبي الله ونعم الوكيل ربي ينتقم وياخد الحق من لي كان السبب فهادا الشي,negative,dialectal
الله يصلح الحال,positive,dialectal
حسبي الله ونعم الوكيل همهم غير الفلوس وومسوقينش لبنادم ,negative,dialectal
من البداية مارتحتش ليه الحاسة السادسة صدقات واقيلا,negative,dialectal
اعلام ديال الزبل الى الزبل ,negative,dialectal
ربي يحفظك لي و مايحرمني منك,positive,dialectal
والشرف لهاد البلاد الكريمة يكون فيها شباب مخلصين بحالك ربي يرفع مقامك اكثر واكثر ,positive,dialectal
اللهم اميييين ولك مثله واكثر يارب ربي يبارك فيك يارب ه المهم انك شاركتيني الفرحة وهذا شرف كبير ليا ,positive,dialectal
شكرا بزاف ختي صراحة روعة كلامك لاتوصف ومتابعتك لنا شرف كبير وردك فعلا يدخل السرور والفرح على القلب,positive,dialectal
شكرا بزاف اخي نادر بارك الله فيك ويوفقك حتى نتا ويسعدك ويكبر بيك ,positive,dialectal
كان عزيز على الناس بزاف شوفي الردود على تغريداته ونتي تعرفي,positive,dialectal
شكرا بزاف خويا وربي يبارك فيك ويسعدك ,positive,dialectal
ربي يسلمك اخي ويحفظك ويحفظ ليك ولدك وتشوفه ان شاء الله في اعلى المراتب وتفرح فيه ان شاء الله يختار الانسب له ويبدع فيه والا كاين اي مساعدة نقدر نقدمها انا على اتم الاستعداد,positive,dialectal
ربي يخليك هادا حفل تخرجي من ماليزيا,positive,dialectal
شكرا ختي وردة ربي يبارك فيك ويحفظك ,positive,dialectal
ياروحي انا انتي الفخر كلو و سبب السعادة والفرح ربي مايحرمني منك ,positive,dialectal
اخيرا جات التهنئة المنتظرة اللهم ربي يبارك فيك ويحفظك ختي حسنا,positive,dialectal
للاسف كاين بعض الناس بغاو يديرو الشوهة للبلاد من داخل المغرب وخارجها وعندهم اطماع مشؤومة والبعض كيشدو الفضول باش يشوف الفيديو لي مافيه مايتشاف,negative,dialectal
كتعجبني بحال هادي المبادرات,positive,dialectal
الله ينتقم من اللي كان السبب وصافي,negative,dialectal
الله يهدي ماخلق صراحة شي حاجة كتحشم وحق الله,negative,dialectal
الله يهدي ماخلق ,positive,dialectal
للاسف خويا حتى انا تعرضت لهادا الموقف من جروب كاين هنا في تويتر وقالو انفصالي وخائن وماشي مغربي وكل نهار كنشوف نفس الجروب كيتجمعو على حساب معين وكيهاجموه بنفس الطريقة وهوما نفسهم كيلحسو الكابة لشي ناس اخريين وكيقولو هادا على ود الوطن,negative,dialectal
للاسف المطالبة بحق بسيط باش تزيد البلاد لقدام كتولي خائن انفصالي بلا بلا بلا,negative,dialectal
ماقلت غير الحق اخويا وداكشي لي كاين ربي يحفظك وبارك الله فيك,positive,dialectal
الله ينجينا من العنصرية ختي,positive,dialectal
 ربي يحفظك خويا ويكثر من امثالك ماتوصيش حريصة راه تبارك الله عليها انسانة بعقل راجح وشخصية رزينة وقلب بريئ ابيض اشكرك على كلامك الرائع واتمنى من الله ان يكتب التوفيق ويكرمك ويرزقك من واسع ابوابه,positive,dialectal
الله يجمعنا ولا يفرقنا وهادا الضحك ماعندو حتى معنى والله الا حشومة,negative,dialectal
للاسف شفنا بزاف ديال الضحك والنكت هادي اليومين و شي ناس زادو فيه وبزاف صراحة من البداية معاجبنيش الموضوع حشومة,negative,dialectal
قريت واحد التغريدة عجباتني الضحك على الشلوح جائز وغير ضاحكين اما الضحك على العرب عنصرية وقلة ادب اكره هذا النوع من الضحك,negative,dialectal
ياسلام على التقوى الايمان بيشع والله,positive,dialectal
ربي يبارك فيك خالتي اللهم امين وان شاء الله تفرحي بتخرج شيماء ,positive,dialectal
جميلة بشكلها شيء يبعث على الجمال وبس,positive,dialectal
للاسف هذا هو الوضع الله يصلح حالنا,negative,dialectal
بصراحة هيا لي خلاتني نتراجع عن هداك القرار بعد ما سولات ناس في المجال وطلعنا بهادي النتيجة للاسف في بلادنا مكاينش فرصة لينا حاليا,negative,dialectal
 ثقة مبالغ فيها,negative,dialectal
الله يدير تاويل الخير الله يلعن مصالحهم لي على ودها كيفيقو الدراري مع الظلام في عز البرد,negative,dialectal
الله يرفع عنها الضرر والباس ويلبسها ثوب الصحة والقوة ان شاء الله كلشي غيدوز على خير,positive,dialectal
 لا اطلاقا صديقي لن استفز بالعكس الجزايريين خوتنا وحبايبنا وخاوا ,positive,dialectal
الله يستر من هادي الحكومة والتخربيق ديالها,negative,dialectal
الله ياخد فيهم الحق,negative,dialectal
صلي بخشوع و تعطلي في السجود و قولي داكشي لي فخاطرك و غتبكي دغيا وغتخرج ديك الطاقة السلبية والخنقة لي حاسة بيها,positive,dialectal
صحيح يقدر تغير نتيجة في لماتش ولكن هاذ شي مكيمنعش اننا نتفائلو ونفرحو بصدارة وليس البطولة حيت مزال عليها لحال,positive,dialectal
اووك نتمنى يعجبك فيلمي لاني معجبة بييه بزااف,positive,dialectal
للاسف بزاف من شبابنا تعبيرهم زييرو و طريقتهم في التعبير غالبا متدنية ان لم نقل ساقطة,negative,dialectal
الله ايكثر خيرها فالحقيقة خاصنا شي بحال هاد السيدة باش لبلاد تزيد للقدام,positive,dialectal
متنصدعش راسي نفهم شي ناس للي مستواهم المعرفي تافه و ضعيف,negative,dialectal
الله يرضي عليك,positive,dialectal
الله يرحمهم كاملين جدي وجداتي ويرحم جميع المسلمين ,positive,dialectal
مغليش صبري الله يهدي ما خلق,positive,dialectal
هاد لفقيه خطار والله,negative,dialectal
الله يحفظك خويا ,positive,dialectal
وعليكم السلام اي سرفيس مرحبا,positive,dialectal
أحس تعبير ممكن تنهي بيه أي جدال,positive,dialectal
راني عارف عندي الثقة فيك والله ,positive,dialectal
ترحب بيك الجنة,positive,dialectal
لللاسف هاد الماتش لي كان غادي نتاهلو للدور المقبل ,negative,dialectal
انا كينفعني الندم باش مرة اخرى منكررهاش ومنندمش ,positive,dialectal
مبروك الله يوفقها و يسهل ليها الامور ,positive,dialectal
عندك الحق وخير دليل اليوفي والباييرن الكورة غدارة اليوم ,positive,dialectal
مول النية يربح بركة عليك هذا اوصافي ,positive,dialectal
اودي والله الا المتعة فهاد الوقت وسمحو لينا على الازعاج ,positive,dialectal
كلشي زوين فهاد الوقت ,positive,dialectal
 كنت درتهالو هدية وعجبات ليه الاصل ديالو غير لوجه ديال طوغوموري ,positive,dialectal
 هادي احسن,positive,dialectal
اوا كل واحد والذوق ديالو وكل واحد والطريقة لي كتعحب ليه انا كيعجبني متعة الذوق فهاد اتاي منقدرش نبدلو ,positive,dialectal
الله يبارك فيك خويا ابوليناس ديما كاين المعنى من المعنويات وخا شي خطرات خارج النطاق ,positive,dialectal
ديما مرتاح ,positive,dialectal
برافو الاصدقاء و الصديقات بفرع تمارة لجمعية باطلاق الاذاعة الجمعوية بمدينة تمارة هنيئا لنا بهذا المولود الجديد و كل التوفيق في رسالتكم الإعلامية,positive,dialectal
الانفلات الامني بسلا ولى تيخلع شكون المسؤول على المصائب ,negative,dialectal
لسنا الوحيدين و لكن حنا الواعرين,positive,dialectal
تعازي الحارة للصديقات و و و نعمة في وفاة جدتهن الله يبدل المحبة بالصبر,positive,dialectal
زوينين عندي سبعة,positive,dialectal
فين غبرتي توحشتك,positive,dialectal
نت واعر بزاف سامو قدوتي,positive,dialectal
شفت التويتات دولك اليوم روعة ,positive,dialectal
 ايه التواضع دا,positive,dialectal
متبقاش تدافع عليه راه منو الخطأ,negative,dialectal
ديما رابح,positive,dialectal
كولشي باغي فيك الخدمة ,negative,dialectal
الله افرحك يا بو قلب طيب ,positive,dialectal
الحمد الله وانت فين غبورك,positive,dialectal
حتى انا مخلوعة منها الله استر ,negative,dialectal
امين ميكون باس عندك انا الحمد الله فلت ,positive,dialectal
إنشاء الله خير خويا القايد,positive,dialectal
شكرا فوجتيها عليا,positive,dialectal
الله كيلطف بينا الحمد الله ,positive,dialectal
الله احفظك سي يونس وخلي ليك ما اعز عندكصباحك مبروك صديقي,positive,dialectal
حزينة بزاف وصلت الحد الاقصى ,negative,dialectal
جاهلة هدي محال تكون ولداتو,negative,dialectal
داكشي لي بغينا شكرا ,positive,dialectal
مزيان ملي تكون المعنويات مرتفعة اليوم كيدوز زوين انا الحمد الله كل تمام,positive,dialectal
ماشي كل الناس عندهم الوعي للاسف الشديد,negative,dialectal
سير عطيني التساع ما متبعاك ما متبعني ا وقر عليك الناس,negative,dialectal
الله ارد بيك وزن هضرتك راك فتي الحدود,negative,dialectal
عندو المهارة,positive,dialectal
عادل المسامحة صديقي,positive,dialectal
الجانب الثقافي قليل مكتستتمر فيه والدولة آخر همها,negative,dialectal
حتى انا توحشتك بزاف نقدر نجي فالرببع انشاء الله ,positive,dialectal
حتى حنا غير كنضحكو,positive,dialectal
هد التصويرة جات واعرة يا فنان بصحتك أبا التراب,positive,dialectal
صافي مسكينة غدي تعقد فحياتها,negative,dialectal
الزهر ديالهم لا يعلا عليه,positive,dialectal
عيد ميلاد سعيد الله احفظو,positive,dialectal
الله يحفظك و يعطيك الصحة,positive,dialectal
من الامور اللي كا تفقس فهاد البلد السعيد انعدام تواصل الدولة في شخص وزير الاتصال مع المواطن ما عطونا معلومات على فين وصل آفة انفلونزا الخنازير و ما عاودش ذكرو الحمى القلاعية كانت الامور تحت السيطرة مرحبا كانت خارج السيطرة نضاعفو الجهود,negative,dialectal
الله يوقف معاك آ الضرافات و يغلبك على الزمان,positive,dialectal
ما شفتي والو و لكن الحمد لله تعلمنا بزاف د الحوايج,positive,dialectal
الله اكبر نسولو فيه نديرو معاه الصواب,positive,dialectal
الله يجازيك بخير,positive,dialectal
نعقل عليهم كيف خلاقو كبرو تبارك الله ,positive,dialectal
واقيلا عندك الحق ,positive,dialectal
انا معنديش مشكل فالتعريف بهاد النوع ديال المبادرات بدون قراءة النوايا غي ميكونش التغليط,positive,dialectal
اودي غي دير مزيان و الرحيم الله,positive,dialectal
متافق معاك ,positive,dialectal
الله يعاونك و يكمل عليك بخير,positive,dialectal
تحليل واعر ,positive,dialectal
اودي تنظن أن الهزالة لي دارت هادشي و الردائة,negative,dialectal
الله يوصلك على خير,positive,dialectal
امين ربي يخليك,positive,dialectal
غير ضاحكة ,positive,dialectal
امين يا ربي واخا,positive,dialectal
واخا شكرا,positive,dialectal
الله يجيب الشفا,positive,dialectal
امين و حتى نتي ,positive,dialectal
كانبقا نكحب حتى كانحس بالروح غادي تخرج المسامحة ا الخوت ,negative,dialectal
امين و ليك حتى نتا,positive,dialectal
شكرا الله يحفظك,positive,dialectal
سمحولينا ,positive,dialectal
زوينة ,positive,dialectal
لا لا الله يحفظ,negative,dialectal
 ماتقولهاش,negative,dialectal
 ياك بعدا شكرا شكرا,positive,dialectal
ماضحكوش ,negative,dialectal
 هانيا بصحتك ,positive,dialectal
الله يحفظك,positive,dialectal
الله يخلي لينا المغرب ديالنا لي حسن من اوروبا ,positive,dialectal
امين ربي يخليك ,positive,dialectal
الله يحفظك ,positive,dialectal
ياك بعدا اوا الحمد لله بالشفا ان شاء الله ,positive,dialectal
الله يجيب الشفا,positive,dialectal
امين ميرسي و انت كيف حالك,positive,dialectal
لقد ضربني البرد و الحمد لله ,positive,dialectal
صباح الورد ختي ,positive,dialectal
الله يشافيك ,positive,dialectal
الله يسخر ,positive,dialectal
الله يحفظك ,positive,dialectal
ان شاء الله يتحقق ,positive,dialectal
ماكيناش مع الاسف,negative,dialectal
غاتشجع الريال طبعا ياك ,positive,dialectal
الله يسلمك,positive,dialectal
غير الدنيا و صافي سول فيك الخير و الرباح ,positive,dialectal
فهمتي غلط ,negative,dialectal
سمحولينا ,positive,dialectal
بزاف,positive,dialectal
الله يحفظك,positive,dialectal
الله يحفظك,positive,dialectal
الله يحفظك ,positive,dialectal
 الله يكبر بيك,positive,dialectal
مزيانة ,positive,dialectal
الله يحفظك ,positive,dialectal
 الله يكبر بيك,positive,dialectal
زوين ,positive,dialectal
ديجا قريتها الله يخليكم لبعضياتكم و يخلي ليكم الوليدات و يرزقك ياسمين ,positive,dialectal
 فعايل و نص گالاك,positive,dialectal
سير الله يمسخك قول امين,negative,dialectal
وراني نصرت ختي ظالمة او مظلومة ,positive,dialectal
تستاهل ,positive,dialectal
عندي انا الحمد لله ,positive,dialectal
بففف عيد ميلاد سعيد بعدا واخا معطلة ,positive,dialectal
الله يحفظك ,positive,dialectal
الله يكمل عليها و عليك ,positive,dialectal
يا سلام روعة,positive,dialectal
اش هاد الباطل ,negative,dialectal
 الله يكبر بيك شكرا,positive,dialectal
 نعلي الشيطان و جمعة مباركة ,positive,dialectal
صافي ها انا نتفاءل ,positive,dialectal
الله يكون ف العون حاسة بيك ,positive,dialectal
العفو ,positive,dialectal
الله يسخر ليك و بلا ازمة ا سيدي ,positive,dialectal
الله يسخر ليك,positive,dialectal
يقلب ومايستسلمش و غادي يلقا ان شاء الله ,positive,dialectal
سمحي لينا نتي مانعاودوش,positive,dialectal
ماتعيرش الله يخليك المهم هو الاخلاق و الهندسة ,positive,dialectal
واخا ا سيدي,positive,dialectal
 الله يحفظك,positive,dialectal
الله يكبر بيك,positive,dialectal
الله يحفظك ماعنديش فكرة والله اعلم عموما شكرا بزاف جواد,positive,dialectal
اوك جواد شكرا,positive,dialectal
شي شهر عسل هنا ,positive,dialectal
 يا اسطورة انت,positive,dialectal
اوا صافي هي متافقين ,positive,dialectal
 ماتفقصنيش ,negative,dialectal
الله يسر ليك,positive,dialectal
 وي راك شاد الحساب الحمد لله,positive,dialectal
 اوا الله يجيب الخير,positive,dialectal
الله يحفظك ,positive,dialectal
 على سلامتك,positive,dialectal
 ناشط و عايش اللحظة ,positive,dialectal
نتا تعرف كثر طبعا,positive,dialectal
الله يكون ف العون غير حاولي راك زوينة خارجيا و داخليا ,positive,dialectal
