tweets,type,class
بصحتك و جميل نظامك المسائي ,positive,standard
و درهم و لكن على العموم و الله ايلا مزيان,positive,dialectal
ان شاء الله يا رب,positive,standard
أختي توحشتك وتوحشت ايام زمان,positive,dialectal
عجبوني صراحة مبدع واصل,positive,dialectal
اللهم انعم علينا برضاك وعافيتك بقلب مطمئن وبفرح دائم ,positive,standard
كن شخصا يسعد الناس ولا يضرهم وكن مبتسما يشتاق الناس لابتسامتك عند غيابك,positive,standard
يعطيكم الصحة,positive,standard
ونعم بالله,positive,standard
الحافيظي كيعطي الذهب,positive,dialectal
فعلا معك حق يا قلبي,positive,standard
الله يسعدك سعادة لا شقاء بعدها في دنيا واخيرة الله يرزقكي اكثر مما تتمنينه,positive,standard
محبة الناس نعمه لاتقدر بثمن بعيدا عن علاقات الحب والصداقه,positive,standard
شفت وانصدمت ,negative,standard
كن بخير فهناك قلب يحب إبتسامتك كثيرا,positive,standard
متافق معاك ولكن احنا دابا امام حالات,positive,standard
كل شئ سيكون جميلا قد لا يكون اليوم ولكن بالتأكيد سيكون ذات يوم,positive,standard
ابتسم فإن هناك من يحبك يعتني بك يحميك ينصرك يسمعك يراك هو الرحمان ,positive,standard
ميسي الافضل في التاريخ كأس العالم ,positive,standard
حين سكت اهل الحق عن الباطل توهم اهل الباطل انهم على حق,negative,standard
أناقة لسانك هي ترجمة لأناقة فكرك فلا ترفع صوتك بل ارفع مستوى كلماتك,positive,standard
بمجرد أن تخطئ ينسى الجميع أنك كنت رائعا يوما ما,negative,standard
المغرب ينسحب من التحالف المشؤوم الذي يقتل في نساء و أطفال اليمن بقيادة السعودية و الإمارات,negative,standard
هدية بسيطة مني لكم ,positive,standard
كلها جميلة ,positive,standard
ربي يدوم فرحتك ساهوتي,positive,standard
الحب من أجمل المشاعر الإنسانيةوهو سبب في سعادة القلوب وفرحها وإدخال البهجة إلى النفوس,positive,standard
قمة في النقاء و روعة في الأداء ,positive,standard
باقي مبغى يحشم,negative,dialectal
مشاء الله عليك جمال اناقة من فانز سهيلة بن لشهب,positive,standard
كملوا يعطيكم الصحة,positive,dialectal
ربي جعل منتخب الدولتي مايريد من كرة القدم,positive,standard
اوا راه ضروري خاصك تزعم باش تقاد شوية الفرقة,positive,dialectal
ما انت الا ابن شارعوالدليل نصك الوضيع,negative,standard
سير عالله خليها كما هي,positive,dialectal
الله يشفيه يارب,positive,standard
مرحبا وسهلا,positive,standard
امين يارب العالمين,positive,standard
امين يارب العالمين اسعد الله مسائكي وكل ايامكي حبيبتي الغالية ,positive,standard
احلى كوبل في تاريخ الدراما التركية ,positive,dialectal
لا تؤذي قلبا لم ترى منه الا الجميل,positive,standard
برافو تصدرنا ب اكثر من الف تغريدة جيش سهلاوي القوي يعطيكم الصحة ,positive,dialectal
نصيحة لكل المتتبعين تحلو بالصدق و الصبر و الله لن يخدلنا,positive,standard
هناك شهيد مغربي في عاصفة الحزم,positive,standard
العفو وشكرا لردودك الرائعة,positive,standard
اللهم اني اسالك علما نافعا ورزقا طيبا وعملا متقبلا,positive,standard
اللهم استرنا فوق الأرض وتحت الأرض ويوم العرض عليك,positive,standard
انا الاول و احب المركز الأول ,positive,standard
مبروك علينا و هذي البداية و مزال مازال ,positive,dialectal
اللهم كما رفعت السماء بلا عمد ارفع السرطان من كل جسد ,positive,standard
بسمة أمك فالحياة لاتزال جميلة,positive,standard
تمنوا و آبتسموا وتوكلوا ف ربنا رب كريم يعطي و يعطي و يعطي,positive,standard
كل التحيه والتقدير للحكام,positive,standard
امين يارب العالمين,positive,standard
اللهم امين يارب العالمين,positive,standard
اللهم امين,positive,standard
صباح خير يا اخي,positive,standard
الحمد لله,positive,standard
كن عظيما ولا تنتظر أن تأتيك الأشياء وأنت مذلولا لها,positive,standard
لا تستسلم مهما كانت الظروف,positive,standard
يكسرون فيك ألف خاطر ويعتقدون أنك بخير,negative,standard
اللهم أمطرني عفوا و رحمة,positive,standard
اللهم أنزل شفاءك وعافيتك على جسد كل مريض واجعل العافيه تسري في نبضات قلوبهم يا حي يا قيوم,positive,standard
ذات يوم قريب جدا ستقول مبتسما إن الله جبر قلبي جبرا لم أكن أحلم به أبدا,positive,standard
اللهم أمطرني عفوا و رحمه أمطرني خيرا و رأفه أمطرني سعدا و فرحه يا الله,positive,standard
حتي أسوأ المواقف قد تتحول إلى لحظه فرح إذا كنت مع الشخص المناسب,positive,standard
اللهم من نام على ضيق فأيقظه على فرج ومن نام على حزن فأيقظه على فرح,positive,standard
سنة سعيدة صديقي تمنياتي الخالصة بالصحة و السلامة و طول العمر,positive,standard
قلوبنا كبيرة ولكن لا تستهينوا بأخطائكم في حق قلوبنا فالبحر لا يحمل السفينة إن ثقبت,positive,standard
لا تخبروني عمن يكرهني أو يتكلم عني اتركوني أحب الجميع و أظن أن الجميع يحبني,positive,standard
هناك أيام بحياتك كنت تظنها لن تمر كانت همك الكبير مرت ولعلك نسيتها والآن أيضا سيمر لاتقلق,positive,standard
اللهم ابعد عني وعن عائلتي عيونا تترقب حياتنا وابعد عنا كل من أراد بنا سوء,positive,standard
خفف حمولة قلبك بالتخلي ليست كل الأشياء تستحق الإهتمام,positive,standard
قصة قصيرة تحمل في طياتها خبايا ومعاني كبيرة الف شكر لكل من يعمل عمل مثل هذا,positive,standard
رسالة من إمرءة حكيمة ,positive,standard
بارك الله فيك وأنتم أيضا في قلوبنا أسأل الله أن يعز بلادكم ويحفظنا وإياكم من كيد الحاقدين,positive,standard
أسعد الله صباحكم احبتي في الله,positive,standard
اللهم إنا نسألك الهدى والتقى والعفاف والغنى,positive,standard
بارك الله فيكم,positive,standard
تسلم أخي بارك الله فيك تحياتي ,positive,standard
غادي نخلي ليك رقم الهاتف لمزيد من المعلومات فالخاص و شكرا على التجاوب ديالك,positive,dialectal
مرحبا بك,positive,standard
هذا هو التقرير اللي يخلي المغرب يسحب السفير من السعودية كانشوفها غير سبة وصافي اما التقرير مافيه والوا,negative,dialectal
الله يبدل المحبة بالصبر و إنا لله و إنا إليه راجعون,positive,dialectal
لان عقلك عاهر لا يبصر إلا ما يفكر فيه,negative,standard
الفقر والحرمان هما مدرسة الجندي الجيد,negative,standard
اسعد الله مساك بكل فرح وسرور,positive,standard
قلبي وجعني اين مثل هاذي الرجال اين ياناس انفخت قلبي على الصباح,negative,dialectal
من لي غيرك يا ذا الجلال والإكرام عليك توكلت وإليك أنيب,positive,standard
لعنة الله عليك إلى يوم الدين,negative,standard
الدراري المسامحة ,positive,dialectal
في غادي نفرحوا بيها ان شاء الله,positive,dialectal
مساء الورد اختي الجميلة,positive,standard
مساء السعادة يا اخي احمد,positive,standard
أتركها تأتي كما كتبها الله لك لعلها تأتي كما تمناها قلبك ,positive,standard
كرسي الرئاسة رأفة بهذا الرجل والله حشومة عليهم,negative,standard
كاين ناس بهذ العقلية عايشين معانا اول مرة نشوفهم تصدمت,negative,dialectal
هنيئا للأمة الإسلامية اللهم وحد صفوفهم على إعلاء كلمة الحق,positive,standard
اللهم آمين يارب العالمين,positive,standard
الحمد لله على كل حال,positive,standard
كلام جميل ,positive,standard
مساء الخير,positive,standard
الحمد لله والشكر لله,positive,standard
اللهم آمين يارب العالمين ولجميع المسلمين,positive,standard
الله يحب احبك الله الذي احببتني فيه ياغاليتي,positive,standard
جزاك الله خير يا اخي سمير اللهم اعنا علي ذكرك وشكرك وحسن عبادتك,positive,standard
اللهم وفقنا الي فعل الخيرات وترك المنكرات جزاك الله خير يا اخي احمد,positive,standard
اللهم امين يارب العالمين,positive,standard
هل تعتبرهم اعلاميين هؤلاء مجرد مرتزقة للسيسي و تركي ال الشيخ و اسيادهم السعوديين و الاماراتيين,negative,standard
يا قلبي يا اميرتي جميلة انت نعم الصديقة واخت واتشرف فيك يا غاليتي,positive,standard
كيف لا اقف احتراما امام هده الكلمات,positive,standard
رحمك الله يا جدي,positive,standard
الله يحفظهالك ويخليكم لبعض,positive,dialectal
اللهم امين وياك يارب,positive,standard
اللهم امين وياكم يارب,positive,standard
الله يحفظك وبارك فيك,positive,standard
 المغاربة عزيز عليهم التبرگيگ اما الأمراض و الفيروسات ف أهل الاختصاص هوما العشابة و فتيحة الشوافة ,negative,dialectal
اللهم إن لى أحبة فيك افحظهم واغفرلهم,positive,standard
كل واحد منا عنده اخطاء وعيوب وعنده مميزات فنحن بشر والكمال لله وحده,positive,standard
عيونه فيها أمان وبسمته مختصر عافيتي,positive,standard
مساء الورد وياسمين يا اخي خضر الله يسعدك في دارين وكل اهل واحباب,positive,standard
شكرا لكم على بذل جهدكم المتواصل بوراهي ,positive,standard
فعلا الصداقة الحقيقة هي سعادة في دارين يا قلبي انت اجمل في كل شيء,positive,standard
اللهم امين,positive,standard
 الحمد الله,positive,standard
يا قلبي داىم تكرمني بحسن ظنك الله يسعدك في دارين,positive,standard
كان لقاء البارحة جميلا باذخا ظفرنا فيه بجمع من الإخوة المغردين تشكرات معالي القائد الأعلى,positive,standard
اسكت لا نورولك ارشيفك القذر انت عار علئ الاعلام ما فهمتش واش هي مهنتك بالضبط اعلامي,negative,dialectal
غدا اجمل,positive,standard
الحمد لله على كل شيئ من الصحة حتى الاسلام,positive,standard
الله يسعدك يا غالي,positive,standard
حب الذات الوالدين نعمة الاسلام ,positive,standard
ترامب رجل الأعمال لا يستحق الرءاسة,negative,standard
اللهم امين يارب العالمين,positive,standard
الحمد لله على نعمة العقل,positive,standard
الحمد لله على كل حال يا اختي الدرة اخرتها موت,positive,dialectal
اللهم بارك وزد في ذلك,positive,standard
أضحت لدي حساسية من تقارير المؤسسات الرسمية وغير الرسمية التي تشخص الأوضاع التخمة,negative,standard
امين يارب حفظكي الله حبيبتي الغالية نجدية واسعد الله قلبكي الطيب بقدر طيبته,positive,standard
برشلونة ينهار ويتراجع في فبراير هل أحلام النادي بدأت تتبخر ,negative,standard
هذه مواقف الرجال,positive,standard
صباح يقين بالله,positive,standard
احسنتي النشر حبيبتي الغالية بارك الله فيكي وجزاكي الله خيرا,positive,standard
امين يارب واياكي اختي الغالية فضيلة,positive,standard
مرحبا بالجميع,positive,standard
المغرب يظل كبيرا بتاريخه الذهبي وجاله العظماء رغم كيد و تشويش قناة العربية المدعومة سعوديا ضد وحدته الترابية,positive,standard
تزوجها مغربية تعيش عيشة هنية,positive,standard
اغنية واعرة,positive,dialectal
صباح الورد يا قمر,positive,standard
اللهم امين وانت داعى ولك بالمثل واكثر يارب اسعد الله مساءك بحبه ورضاه والغناء عمن سواك والفوز عند لقياه,positive,standard
مبروك حكيم العريبي,positive,standard
مساء الورد وياسمين يا اخي جمال الله يسعدك في دارين وكل اهل واحباب,positive,standard
القوة بداخلك فأيقضها ,positive,standard
اللهم امين وياك يارب,positive,standard
مساء الورد وياسمين يا اخي احمد,positive,standard
و الله تقريبا عندك كل الحق,positive,standard
اللهم يا مقلب القلوب ثبت قلبي على دينك,positive,standard
يارب ويحفظكم,positive,standard
ياحبيبي لي الشرف,positive,standard
العلاقة المريحة يوم تتكلم بعفوية مع الشخص بدون أخذ الاحتياطات بأن هالشيء عادي أقوله أو لا,positive,dialectal
كانت رحلة رائعة,positive,standard
انا لست مثالي لكن على الاقل انا لا اكذب ولا أنافق,positive,standard
مساء الورد وياسمين يا اخي قاسم,positive,standard
اللهم امين يارب العالمين,positive,standard
بالتوفيق ان شاء الله,positive,standard
تبارك الله على الجمال حفضك الله من عين الحساد,positive,standard
كاين زياش فيه لبراكة ,positive,dialectal
بدأنا فصل جديد وبدات آمالنا واحلامنا فياربي حقق ما تراه خيرا لنا في ديننا ودنيانا وأخرتنا,positive,dialectal
 الله يرحمك كنت طيب وابن حلال يوم عيد الحب انزل نعي في جريده عكاظ عشان حييباتك يعرفو,positive,dialectal
حامل اللقب اخر سنوات يتم تجاهله,negative,standard
صديقاتي سنبقى معا ,positive,standard
ترهقك فكرة واحدةرغم انها مجرد فكرة,positive,standard
رضيت باقدارك يارب,positive,standard
امين يارب العالمين,positive,standard
كم أنت كبير يا صلاح,positive,standard
رحمهم الله وغفر لهم وجعل مثواهم الجنة والهم ذويهم الصبر والسلوان,positive,standard
تصبحين علي خير يا غاليتي ليلة سعيدة واحلام جميلة الله يسعدك في دارين,positive,standard
ياه زوين و مافيهش المواج ,positive,dialectal
اودي ماتخليو حد يجمع الحسنات,positive,dialectal
لا تقلق لا تقلق انت في حمايتي ,positive,standard
الله يستر ,positive,dialectal
يموت عدوك و لي مايبغيك,positive,dialectal
الصحراء في مغربها و المغرب في صحرائه انتهى الكلام يا بوزباليو مرتزقة,negative,dialectal
و لي ما عجباتو الاوضاع يرحل,negative,dialectal
ان الله مع الصابرين,positive,standard
الله يرحمها ويغفر لها ويصبر ذويها,positive,standard
يصح بدنك وتسلم روحك اختي,positive,standard
نحن نكبر ولكن قلوبنا تبقى صغيرة تحتاج دوما للإهتمام ,positive,standard
تسب الدين حشوما شوية المروءة و الاخلاق,negative,standard
الساعة المشؤومة اترت سلبا على كل الناس الصلاة العمل النوم,negative,standard
نريد افلام جديدة و غير مملة شكرا المجهودات,positive,standard
عاشت قطر عاش المغرب,positive,standard
نحن مسلمون والحمد لله لا نحفظ من القرآن سوى سورة قصيرة جدا نصلي بها اذا ستطعنا إليها سبيلا صور لاتأمرنا بقتل احد,positive,standard
اعرف غي ضحكت معاك مستشارتي ,positive,dialectal
الهواية المفضلة للأطفال ,positive,standard
هكذا نبغيك ,positive,dialectal
الله يسامح,positive,standard
كلامك ذهب,positive,standard
تسلم روحك اخي,positive,standard
جبال الاطلس الصغير بالمغرب تفراوت,positive,standard
جميل أن يكون بيتا للصلاة في كل بيت للنساء والاطفال وحين العجز فيه الركوع,positive,standard
اللهم اجعلنا من الذين إذا أحسنوا استبشروا وإذا اساءوا استغفروا,positive,standard
الله يسلمك السي رشيد,positive,dialectal
في الخلافات بعض الأشخاص يقومون بالإعتذار حتى وإن لم يكونو على خطأ رغبة منهم بإستمرار العلاقة مع من يحبون,positive,standard
ماذا تفعلون يا مغردين اتمنى صراحة ان لا تكونوا تفعلون اشياء مشينة,positive,standard
عارف لي كاين ,positive,dialectal
صباحكم مبروك لالة,positive,dialectal
لم تخيب ظني بتاتا ,positive,standard
الزمن الجميل ,positive,standard
ماخاب من سماك يوما عارفا ,positive,standard
سير تنعس الله يتبعك لبلا,negative,dialectal
إن الله جميل و يحب الجمال فأعطاه لك على قدر طيبوبة قلبك,positive,standard
اللهم امين يارب,positive,standard
صباح السكينة وطمانينة يا اخي سمير,positive,standard
جزاك الله خير يا اخي ابو حسن انتم اصل ابداع وتميز ومنكم اتعلم داىما,positive,standard
بخير الحمد لله سيد الحاج ,positive,dialectal
قريبا ان شاء الله فالعاصمة عزيزة على قلبي ,positive,dialectal
إذا فاز بوتفليقة بالعهدة الخامسة سوف يدخل الشعب الجزائري موسوعة غينس لأرخس واطحن شعب في العالم ,negative,standard
الزمن الجميل ,positive,standard
صباح الخير يا فنان ,positive,standard
تعلموا الحب أولآ ثم أصنعوا له عيدآ مول تغريدة,positive,standard
الله عليك و على وطنيتك,positive,standard
مربوحة إن شاء الله,positive,standard
انت آخر شخص يتكلم عن احترام القانون,negative,standard
الله عليك فعلا انا محب للبيئة,positive,standard
اجي مرحبا بيك ,positive,dialectal
الله يسمح ليك ,positive,dialectal
حظا موفقا يا أخي,positive,standard
العفو اخويا العزبز,positive,dialectal
شكرا حياتي والله يديم صحة عليكي وعلى عيلتك وفنانتك,positive,standard
انا أعيش ايام صعبة أيضا لست وحدك,negative,standard
كيف حالك يا عزيزي ,positive,standard
ذلك الفرح الذي ادخلته علي قلب احدهم ولو بكلمة لن ينساه الله وسيرده اليك في ضيقك,positive,standard
فضل و نعمة ,positive,standard
الله يسخر ليك يا حبيبي ,positive,dialectal
تسلم أخوي أشكرك من القلب ,positive,standard
بلغه سلامي و قل له ساكلمه قريبا ,positive,standard
بصحة وعافية يا اخي احمد الله يسعدك في دارين,positive,standard
السلام وعليكم أمين رغيب بغيت نشكرك بزاف على الفيديوهات لي كاتلوح ديما وتوحشناك تلوح شي حاجة خرى,positive,dialectal
هذا ما كنا نبحث عنه دائما التنافس بين الاندية الوطنية في دورينا,positive,standard
نصركم الله,positive,standard
يامسؤولي المغرب لماذا هذا الحقد الاسود والقسوة المفرطة إنه إعدام مع وقف التنفيذ,negative,standard
إن شاء الله لن يخيب آمالي ويكون عند حسن ظني بيه الي عمرو مابخيب فيه ابدا,positive,dialectal
ويسعدك يا أحلى عمو في الدنيا ,positive,standard
روح انت و بلدك و الاخوان المسلمين و كل شرقك المقرف بعيد عنا لا تذكرنا,negative,standard
المغرب لا يباع ولا يشترى يا وضيع المغرب حر في سيادته وسياسته الخارجية,negative,standard
اللهم اني اعوذ بك من سوء الخاتمة,positive,standard
مساء الورد وياسمين يا قلبي,positive,standard
ربي لا تذرني فردا وانت خير الوارثين,positive,standard
هذا الشاب ولد حي كوبا محبوب عند جميع الساكنة وحقق قرابة مليون مشاهدة,positive,standard
حسبي الله لا إله إلا هو عليه توكلت وهو رب العرش العظيم,positive,standard
اللهم اكفني بحلالك عن حرامك وأغنني بفضلك عمن سواك,positive,standard
جزاك الله خير,positive,standard
احب الشوكولاتة بجميع أنواعها,positive,standard
استغفر الله العظيم واتوب اليه,positive,standard
الحمد لله رب العالمين,positive,standard
الحب والتسامح,positive,standard
لم أقع في حبك بدافع الملل أو الوحدة أو عن نزوة أحببتك لأن رغبتي بك كانت أعظم من أي سعادة أخرى,positive,standard
تاريخو أكيد ماهو مشرف,negative,dialectal
آمين يارب العالمين ويحفظك وبارك فيك,positive,standard
مقاطعة الانتخابات من طرف الشباب هي الحل,negative,standard
وخاب ظني حين ظننت أن ظني في محله ,negative,standard
قلبي تحمل وجع كتير واكتر من جرح مجروح,negative,standard
الله يبارك فيك شكرا,positive,standard
تتحقق السعاده اذا عرفت أن تختار الأشخاص المناسبين في حياتك,positive,standard
شكراا لحبيبة ديالي ,positive,dialectal
فوز الريال و بحصة كبيرة ان شاء الله,positive,standard
ماتبقاوش تسولوني بزاف اسئلة ما عندها معنى,negative,dialectal
حقا كل شيء يجري حولي يكسرني ,negative,standard
تحية لكل عشاق الأغنية الجبلية,positive,standard
اتقي الله أيها المنافق فوالله لن ينفعك تمسحك الرخيص بابن سلمان حين تقف أمام الله عز وجل ليحاسبك,negative,standard
لا حول ولا قوة الا بالله اين المدافعين عن حقوق الانسان و الطفل لعنة الله على المنظمات الدولية التي لا تحرك ساكنا,negative,standard
الله يسعدك صديقي لك مني الف تحية,positive,standard
فراق الاحبة اشد من الموت,negative,standard
تحية كبيرة للجماهير النصراوية من المغرب الشقيق ,positive,standard
هذا يسمى احترام عادات وتقاليد البلد المستضيف وليس فيه شيئ غريب,positive,standard
ولأنني أحبه استودعته الله في نهاره وليله نومه وصحوته حزنه وفرحه استودعته الله من كل شي يضره ,positive,standard
بالطبع واخدينها ولكن غير باللسان شي أخر لانعرفه هدا هو التخلف بعينيه,negative,dialectal
من روعة ذوقك اخي,positive,standard
استغفر الله وأتوب إليه,positive,standard
بدمعتين هطلتا مني اشكر على حفاوة الاستقبال ,positive,standard
تابعنا من المغرب و البضبط من مدينة كلميم الحبيبة باب الصحراء,positive,standard
الشكر لله حظيت بتكريم عن سن من اناس طيبين تكريم معنوي تخونني الكلمات في هذه الاثناء انا سعيد جدا لله ما اعطى و لله ما أخذ ,positive,standard
يوصلون افكارهم لشكل الفريق بطريقة اقل ما يقال عنها انها عفنة وفاضحة,negative,standard
آمين يارب,positive,standard
فخامة الحلي المغربية الاصيلة,positive,standard
مراكش عطاتني بزاف عوضاتني على بزاف كنت ضيعتهم مراكش وقتما تنجي ليها تنحس براسي فمدينتي,positive,dialectal
و دابا انا فخور بنفسي و متأكد ان الوالد غيكون فخور بيا الشكر موصول للجميع و خصوصا ,positive,dialectal
المهم من هادشي احبكم بلزاف بلزاف يا مغردين ,positive,dialectal
صدق الله العظيم,positive,standard
أغلب الأسر تصر على أن يكون أبناؤها متميزين وعباقرة ومشكلة هذه الأسر لا تقبل ان صفة العناد,negative,standard
استمر و ما عيك بإذن الله توصل هدفك بكل صحه و سعاده ,positive,standard
اخيرا غنعس مرتاح بعد سنوات طويلة من الصبر ,positive,dialectal
هذا جهلك المعتاد,negative,standard
من يراقب السعودية حبا يعيش فخرا,positive,standard
الله يرحم ليكم الوالدين جميعا ,positive,dialectal
مجتمع ذكوري سيداته النساء من اجمل ما قرأت,positive,standard
ليلة سعيدة يا مغردين ,positive,standard
صباح الخير يا وجوه الخير,positive,standard
الله يرحم الحسن الثاني و كافة الملوك المغاربة المسلمين و بارك لنا في ملك محمد السادس,positive,standard
مساء الورد وياسمين يا اخي كريم,positive,standard
صباح الورد واليسمي صديقتي المحتريمة انا من الصحراء التي كانت مستعمر من طرف الاستمار الاسباني وانتي من اي بلد,positive,standard
ثق بأن لا شيء يفيدك في الدنيا سوى صلاتك وما الدنيا إلا حياة فانية,positive,standard
حاول أن لا تتحدث كثيرا عندما تغضب وسيطر على كلماتك,positive,standard
لله يجيب لي يقول الحق,positive,dialectal
حسبنا الله و نعم الوكيل,negative,standard
تمتع و شوف اخواتك الحلوات ,positive,dialectal
مايحزفي النفس هومانسمعه من كلام ساقط في بعض اسواقنا وشوارعنا,negative,standard
عاشت الأخوة,positive,standard
النجاح يليق بك ,positive,standard
اللهم انك عفو تحب العغو فاعفو عنا,positive,standard
و الله سهيلة حالة صعبة,positive,dialectal
استغفر الله العظيم واتوب إليه,positive,standard
اللهم امين امين,positive,standard
استغفر الله العظيم وأتوب اليه,positive,standard
القلب الصافي,positive,standard
 التراكمات قد تجعل الشخص يقسو رغم لين قلبه,negative,standard
المغرب فوق كل اعتبار,positive,standard
اللهم ارزقنا قلبا سليما مساء طيبة وقلوب صادقة,positive,standard
مطبل من الدرجة الأولى بامتياز,positive,standard
مساء االحب في الله يحل مساءمع اجتماع اهل واحباب,positive,standard
عليه الصلاة و السلام ,positive,standard
فى عمق كل آنسآن وجع صآمت,negative,standard
يا جماعة الحيوانات الكل ضدنا,negative,standard
حين تأتي كلمة أحبك من قلب أحببته بعمق حد الادمان هنا سلاما علي أي وجع هنا سلاما علي من حلم بك أو بي ,positive,standard
اللهم امين وانت داعى ولك بالمثل واكثر يارب,positive,standard
لأن المستقبل عظيم لأن الانجازات فرحة ولأن الحلم شغف ولأن العلم رفعة اتعب من اجل ذاتك,positive,standard
لعلك لا تدري تلك الصدفة التي تأتيك بشخص بشخص واحد فيه كل ما أردت من شغف الأمنيات,positive,standard
اتبع حلمك شغفك رسالتك في الحياة أنت تحمل في داخلك شيئا فريدا اكتشفه واجعله بوصلتك نحو دروب النورانسان بلا,positive,standard
لالا راني متاكدة ماراهاش تخرج عندي حبي,positive,dialectal
انا قصة انسان انا جرح الزمان,negative,standard
اعيش في حنين,positive,standard
أمسينا وأمسا الملك لله والحمد لله لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,positive,standard
الحق مزعج للذين اعتادوا ترويج الباطل حتى صدقوه,negative,standard
لا تترك المواظبة على قراءة سورة الإخلاص والمعوذتين,positive,standard
المغرب خط احمر ياكلاب,negative,standard
الريال عظيم في الشوط الأول كالعادة,positive,standard
الله يسلمك من كل سوء وشر انت اهلك يا قلبي,positive,dialectal
الله يسعدك في دارين يا اخي كريم,positive,standard
الله يجعل السعادة لا تفارقك طول عمر يا قلبي,positive,standard
 الانتصار او افضل الموت و انا احاول,positive,standard
يارب احفظهم,positive,standard
واو شكرا للمعلومة لم نكن نعرفها,positive,standard
البطولة ان شاء الله,positive,standard
خاب ظنكم,negative,standard
وعايشة كأنها في جنة وكل الدنيا ملكاها,positive,standard
نعم التربية,positive,standard
لا تؤذي قلبا لم ترى منه الا الجميل,positive,standard
عليك أن تعطي مشاعرك اللحظية حقها من الوقت,positive,standard
الله يشفيه شفاء لا يغادر سقما ولا ألما,positive,standard
عليه افضل الصلاة وازكى السلام,positive,standard
رئيس مقعد مريض لا يستطيع التحرك و الكلام لم يقدم خطاب للشعب منذ ما يقرب الخمس سنوات و الشعب يخشاه و يرتعش منه,negative,dialectal
إعتداء على مشجعين ل من طرف مجموعة من مشجعي,negative,standard
حماقة أخرى من حماقات إبن سلمان,negative,standard
مدريد دائما بيضاء كبياض الثلج,positive,standard
لا تغضب والديك لترضي الآخرين ف الآخرين لم يفنوا حياتهم من أجلك,positive,standard
ماننساش الصحراء حيت فيها دوزت أجمل أيام العطلة,positive,dialectal
دقيقة صمت حبايبي,positive,dialectal
لهجتها هي بصمتها حبيبتي,positive,standard
يوما ما ستصبح مجرد ذكرى لبعض الناس فافعل ما بوسعك لتكون ذكرى طيبة,positive,standard
الله على الصوت,positive,standard
اللهم لا تستدرجنا بالنعم ولا تقاجئنا بالنقم، ولا تجعلنا عبرة للأمم وارفع عنا الألم والسقم وجد علينا بفضلك ,positive,standard
ولو إني أملك قلب اخر لأحببت به صوتك,positive,standard
كانت مجرد صدفه وإنخلق لي من بعدها حياه,positive,standard
معنى الفخر ,positive,standard
اللهم ارحم من ماتو بالدنيا ولم يموتو في قلوبنا واجمعنا بهم في جناتك ,positive,standard
بكل أختصار كما بدأت ستنتهي,negative,standard
عيدي مبارك يا عيد ألايام ,positive,standard
الحمدلله الذي أتم علينا الشهر ونسأله القبول والعتق والعفو والمغفرة,positive,standard
 فجر طويل اجمل تفاصيله عيونك,positive,dialectal
لؤ الحزام الناسف يدخل الجنه ، ماتركه اللذي ارسلك,negative,standard
أشرس أعداء الإسلام,negative,standard
مابعد حسنك كلام وماقبل وجهك غزل ,positive,standard
اللهم اغسلني من الذنوب ، و طهرني من العيوب ، و امتحن قلبي بتقوى القلوب يا مجيب السائلين ,positive,standard
ليت النوايا مثل ضحكاتهم سمحه,positive,standard
 رب اجعل هذا البلد آمنا ,positive,standard
اللهم إنك عفو كريم تحب العفو فاعف عنا,positive,standard
الله لو صار العمر كله عيونك ,positive,standard
ثلاث ادعيه لاتنساها اللهم إني اسألك حسن الخاتمه اللهم ارزقني توبتة نصوحا قبل الموت اللهم يا مقلب القلوب ثبت قلبي على دينك ,positive,standard
رمضان اكتبنا يالله من اصحاب اليمين الذين تقول لهم هذه الجنة التي كنتم بها توعدون فادخلوها سالمين,positive,standard
يغار من غيره و غيره مايسوى ثراه,positive,standard
اللهم ارزقنا حلو الحياة وخير العطاء وسعة الرزق وراحة البال ولباس العافية وحسن الخاتمة,positive,standard
ما يحس بقيمة الغالي الا فاقده,negative,standard
لاتهجر قلبك اسقيه دائما بالقرآن,positive,standard
إذهب إلى الله بضعفك يأتيك بقوته اللهم ارزقني وارزق متابعيني الفردوس الاعلى,positive,standard
اللهم إنا نسألك دعوة لا ترد، ورزقا لا يعد، وبابا إلى الجنة لا يسد,positive,standard
الا ياليت كل الهواء عطرك,positive,standard
العمر ، والأحلام ، والغالين أشياء ما ترجع إذا راحت,negative,standard
القلوب الصادقة حظها قليل,negative,standard
رسالة تختصر ألف شعور,positive,standard
اللهم ازقنا قلوب تتجلى بخشيتك و نعما تدوم بفضلك ، و أرواحا تهوى طاعتك و لسانا لا يمل من ذكرك ,positive,standard
اي دين يقولك اذبح امك وابوك اعوذ بالله ,negative,standard
خيرت قلبي ، واختارك,positive,standard
فعلا,positive,standard
تذكر إنك قطعة مني لا مسك الضر مسني ضعفه,positive,standard
كل المشاعر هينه الا شعور الاحتياج,negative,standard
اذا بانت البسمه على وجهك احس إني انا المسرور,positive,standard
انا من حزن حظي اذا احتجتك تغيب,negative,standard
يا اجمل وجه مر بذاكرة عمري,positive,standard
السجادة التي نفترشهآ ل لقاء الله، وطن لا يخذل ساكنيه ,positive,standard
يا وجهك المملوح فيك النظر نعمه,positive,standard
سيد الاستغفار,positive,standard
اللهم اشف مرضانا ومرضى المسلمين وارحم موتانا وموتى المسلمين,positive,standard
